Title,Genre,Description
Hindi Medium,"Comedy,Drama",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.
Sweetiee Weds NRI,"Comedy,Drama,Romance",Sweetie's father wants her daughter to get married to an NRI from England.
Dobaara: See Your Evil,"Horror,Mystery",Siblings Natasha and Kabir Merchant investigate an allegedly haunted mirror in their parents' home in this official adaption of 'Oculus'.
Flat 211,"Crime,Mystery,Thriller",An incident occurs at Flat 211 and the characters connected to this flat get involved in the incident leading to a mess. The mysterious identity of the person responsible for the incident grows leading to a dramatic turn of events.
Dear Maya,"Drama,Romance",Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing 
Raabta,"Action,Adventure,Drama",In 2017  Shiv and Saira fall for each other and form an inseparable connection. Until  Saira crosses paths with a reincarnated lover from a previous lifetime who is determined to make her his lover again.
Behen Hogi Teri,Comedy,Gattu (Rajkummar Rao) has a problem  he loves Binny (Shruti Haasan) who lives in their neighborhood. But everyone says that the girls of the neighborhood should be treated as own sister or ...                    
Tubelight,"Drama,War",A story of two brothers set during the Sino-Indian war  1962: the younger one who's at war at the borders and the elder who's at war with his own world.
Bank Chor,"Action,Comedy,Thriller",A comic-caper  that tells the story of 3 morons trying to rob a bank who pick the worst day possible when everything that can go wrong  goes wrong and how they're inadvertently caught in the crossfire.
Ek Haseena Thi Ek Deewana Tha,Drama,Natasha and her fiance  Sunny visit her ancestral property where she meets Devdhar  a man who she forms a passionate connection with.
Jagga Jasoos,"Action,Adventure,Comedy",Join Jagga  a gifted teenage detective  who along with a female companion  is on a quest to find his missing father.
Shab,"Drama,Romance",Shab is a story that revolves around multiple characters' search for happiness and love in a complex  unforgiving  and cold city.
Lipstick Under My Burkha,Drama,In order to be independent and break free from the conservative society  four women sets on a journey to discover freedom and happiness.
Bachche Kachche Sachche,"Drama,Short",Add a Plot »
G Kutta Se,Drama,Set in the badlands of Haryana  known for high rates of female foeticide  G Kutta Se explores the murky world of sexual transgression and honour killings in India.
Indu Sarkar,"Drama,History,Thriller",Indu Sarkar is set during the emergency period between 1975 to 1977 declared by Prime Minister Indra Gandhi.
Jab Harry Met Sejal,"Comedy,Drama,Romance",A depressed middle-aged tour guide who lives in his own bubble gets another chance to experience and face reality through a chirpy girl.
Munna Michael,"Action,Drama,Music",A young man  tries to follow the footsteps of his idol  The King of Pop  Michael Jackson.
Toilet - Ek Prem Katha,"Comedy,Drama",A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect  he heads out on a journey to fight against the backward society.
Mubarakan,"Comedy,Romance",Join Karan and Charan in a very crazy yet chaotic marriage of the year.
Guest iin London,Comedy,A young couple in London struggle to live with their estranged aunt and uncle  who overstay their welcome.
Bareilly Ki Barfi,"Comedy,Romance",Set in the small-town of Bareilly  Bitti is a free-spirited young girl who lives life on her own terms and refuses to be pressured into getting married. Her life takes a shift when she meets Chirag Dubey and Pritam Vidrohi.
Babumoshai Bandookbaaz,"Action,Crime,Thriller",The movie  filled with humor and romance  is a quirky ride into the life and times of a small time contract killer  Babu  played by Nawazuddin Siddiqui. The film spins around his love  his friends  his rivalries and his revenge.
YADVI: The Dignified Princess,"Biography,Drama,History",Based on True Story of a Princess in India. Her journey of strength and courage and living with Dignity  at times where women hardly had any freedom.
Qaidi Band,"Drama,Music",A riveting tale of undertrials who are brought together to form a band in jail for a social event. As their popularity grows through social media  they use their music to protest against jail authorities & the Indian judicial system. Eventually  when all hope fades  music becomes their only hope but will it set them free?
Shubh Mangal Saavdhan,"Comedy,Romance",In this remake of Kalyana Samayal Saadham (2013)  a couple fall in love but then the groom discovers that he suffers from erectile dysfunction.
Raag Desh,"Action,Drama,History",A period film based on the historic 1945 Indian National Army Red Fort Trials.
Daddy,"Action,Biography,Crime","From the rough streets and back alleys of Central Mumbai comes the sensational true story of Arun Gawli  a man who scripted his own destiny  eventually going on to become one of India's most feared gangsters. Today he remains an enigmatic figure; at once a volatile  power-hungry criminal for some and the respected ""Daddy"" or a modern day Robin Hood for the working-class neighborhood he belongs to...                    "
Simran,"Crime,Drama,Thriller",A socially criticized girl who is financially cornered  becomes an outlaw to dodge the situation.
Lucknow Central,"Action,Drama,Music",When an innocent man aspiring to be a musician is framed for committing a murder  he decides to form a music band with his co-prisoners for a competition  but his real intention seems to be different.
A Gentleman,"Action,Comedy",Gaurav  a simple hard working guy for a white collar job visits Mumbai for a meeting where his doppelganger is about to bring chaos in his life.
Viceroy's House,"Biography,Drama,History",The final Viceroy of India  Lord Mountbatten  is tasked with overseeing the transition of British India to independence  but meets with conflict as different sides clash in the face of monumental change.
Patel Ki Punjabi Shaadi,Comedy,Comedy movie is about a Punjabi and Gujarati family. and their cultural clash. Gujarati is played by Paresh Rawal and Punjabi Played by Rishi Kapoor.
Newton,Drama,A government clerk on election duty in the conflict ridden jungle of Central India tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.
The Final Exit,Horror,Caught in a surreal maze  a man tries to decode the mysterious hallucinations he's experiencing.
Bhoomi,"Action,Drama",A single father battles injustice after his daughter is raped and the perpetrators are found not guilty.
Haseena Parkar,"Biography,Crime,Thriller",This is the story of the slightly-less-notorious sister of a notorious gangster.
J.D.,Drama,Based on the life and hardships faced by a journalist JD. He faced rape charges from his fellow journalist. Film also shows how politician use media for their own benefit.
Haraamkhor,"Drama,Romance",An unlikely love triangle unfolds when married professor  Shyam  has an illicit affair with his student  Sandhya  who in turn is trying to be wooed by her classmate Kamal. Haraamkhor is a prohibited love story witnessed by two adolescents.
Poster Boys,Comedy,Life of three men comes in trouble when their photos appear on advertisement for sterilization.
Mom,"Crime,Drama,Thriller",Devaki is a biology teacher at the same school attended by her stepdaughter Arya. Although  Devaki is a caring mother  Arya remains distant. One unfortunate night  Arya is brutally attacked...                    
Chef,"Comedy,Drama,Family",Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.
Ranchi Diaries,Thriller,An aspiring model  her friends and her godfather try to make it big in the small town of Ranchi.
Babuji Ek Ticket Bambai,"Comedy,Drama",Add a Plot »
Rukh,"Drama,Mystery",After his father dies in a car accident  a boy rediscovers his lost connections and familial ties  confronting untold secrets and memories on his way.
Secret Superstar,"Drama,Music",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
